date,signal,long_leg,short_leg,zscore,window_id,selected_pair
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.076061832075088,W16,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.4040442725443521,W16,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.445556063104941,W16,MSFT-ORCL
2019-06-25,EXIT,-,-,0.4034353073833983,W16,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0360968680264397,W16,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.08395662012781867,W16,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.181156310435821,W16,MSFT-ORCL
2020-02-27,EXIT,-,-,0.3568612693389908,W16,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.37453881251862,W16,MSFT-ORCL
2020-07-23,EXIT,-,-,0.46471394619083406,W16,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1675452577091163,W16,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.3893852557305429,W16,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6854516560861685,W16,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.4405045897864556,W16,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.255298106104593,W16,MSFT-ORCL
2021-01-20,EXIT,-,-,0.24615499287685752,W16,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.458514515355159,W16,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.32447964307602145,W16,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0094383705743657,W16,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.28612236734802077,W16,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.26026585211224,W16,MSFT-ORCL
2022-05-06,EXIT,-,-,0.4989010774728438,W16,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.877337725679391,W16,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907060009,W16,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.085634776577237,W16,MSFT-ORCL
2022-08-03,EXIT,-,-,-0.3722038174803388,W16,MSFT-ORCL
2022-09-02,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.165534554509825,W16,MSFT-ORCL
2022-09-16,EXIT,-,-,-0.4542220612386944,W16,MSFT-ORCL
2022-09-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1431498702193124,W16,MSFT-ORCL
2022-10-10,EXIT,-,-,0.4694642938987368,W16,MSFT-ORCL
2022-10-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.485031532323908,W16,MSFT-ORCL
2022-12-13,EXIT,-,-,-0.28803668879856703,W16,MSFT-ORCL
2023-01-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3292216635317864,W16,MSFT-ORCL
2023-02-02,EXIT,-,-,0.19853919929234157,W16,MSFT-ORCL
2023-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2422464949512815,W16,MSFT-ORCL
2023-04-05,EXIT,-,-,0.41981794383789345,W16,MSFT-ORCL
2023-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.9897882097151736,W16,MSFT-ORCL
2023-07-06,EXIT,-,-,-0.47563566431951,W16,MSFT-ORCL
2023-09-06,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0268408466251704,W16,MSFT-ORCL
2023-09-20,EXIT,-,-,-0.00832594335629739,W16,MSFT-ORCL
2023-10-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.420742715660251,W16,MSFT-ORCL
2024-02-01,EXIT,-,-,0.2601086017935926,W16,MSFT-ORCL
2024-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.6915471421980115,W16,MSFT-ORCL
2024-04-09,EXIT,-,-,-0.47682143626442214,W16,MSFT-ORCL
2024-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.133520808335436,W16,MSFT-ORCL
2024-12-02,EXIT,-,-,-0.2678609946152182,W16,MSFT-ORCL
2024-12-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2099388733967458,W16,MSFT-ORCL
2025-01-21,EXIT,-,-,0.24924281747675128,W16,MSFT-ORCL
2025-04-08,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0639699548031234,W16,MSFT-ORCL
2025-05-13,EXIT,-,-,0.4748374739540123,W16,MSFT-ORCL
2025-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.420992485588842,W16,MSFT-ORCL
2025-08-19,EXIT,-,-,-0.4315815278752775,W16,MSFT-ORCL
2025-09-10,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-5.657114742049401,W16,MSFT-ORCL
2025-10-20,EXIT,-,-,-0.27772157029187844,W16,MSFT-ORCL
2026-01-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.018586325002998,W16,MSFT-ORCL
2026-02-13,EXIT,-,-,0.15430348743605385,W16,MSFT-ORCL
2026-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1668909804113348,W16,MSFT-ORCL
2026-04-28,EXIT,-,-,0.057599029181628736,W16,MSFT-ORCL
2026-05-04,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.373065123702593,W16,MSFT-ORCL
2013-03-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.6821637533610527,W17,MSFT-ORCL
2013-08-26,EXIT,-,-,0.3887277138605813,W17,MSFT-ORCL
2013-11-06,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4745467910860754,W17,MSFT-ORCL
2013-12-18,EXIT,-,-,0.04662002936325316,W17,MSFT-ORCL
2013-12-27,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1884105978118797,W17,MSFT-ORCL
2014-01-31,EXIT,-,-,-0.08093289407627725,W17,MSFT-ORCL
2014-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,3.0074660621737928,W17,MSFT-ORCL
2014-04-04,EXIT,-,-,0.2941499577702595,W17,MSFT-ORCL
2014-06-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2205209596125743,W17,MSFT-ORCL
2014-09-03,EXIT,-,-,0.45037002516009284,W17,MSFT-ORCL
2014-09-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0135240959587617,W17,MSFT-ORCL
2014-10-13,EXIT,-,-,0.34857192173241225,W17,MSFT-ORCL
2014-12-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3073225193131934,W17,MSFT-ORCL
2015-03-09,EXIT,-,-,-0.4629320417988981,W17,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.9840620621697065,W17,MSFT-ORCL
2015-06-11,EXIT,-,-,0.40056963655890565,W17,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3579083585119154,W17,MSFT-ORCL
2015-08-25,EXIT,-,-,0.36897894236618084,W17,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0065769359408017,W17,MSFT-ORCL
2016-01-19,EXIT,-,-,0.4354777995932135,W17,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.571080620511033,W17,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.3874072836595122,W17,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3505352113939253,W17,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.34393693702432854,W17,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4400210625292504,W17,MSFT-ORCL
2016-11-10,EXIT,-,-,0.13913590230975006,W17,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3292195546585877,W17,MSFT-ORCL
2017-01-20,EXIT,-,-,0.21765311107812274,W17,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3314388334007874,W17,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.3870628381517963,W17,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0772043033956056,W17,MSFT-ORCL
2017-06-20,EXIT,-,-,0.2691425885327362,W17,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569227223,W17,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.48241376071365116,W17,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.5302501217653637,W17,MSFT-ORCL
2018-03-06,EXIT,-,-,0.20796895320842915,W17,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.799506877665086,W17,MSFT-ORCL
2018-07-11,EXIT,-,-,0.18848792635986913,W17,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.154350127738431,W17,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.16530753908086873,W17,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3055420977089347,W17,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709164393,W17,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0760618320754345,W17,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.40404427254438985,W17,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4455560631052813,W17,MSFT-ORCL
2019-06-25,EXIT,-,-,0.4034353073834342,W17,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.036096868026817,W17,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.0839566201278249,W17,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1811563104362643,W17,MSFT-ORCL
2020-02-27,EXIT,-,-,0.35686126933900203,W17,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.3745388125187645,W17,MSFT-ORCL
2020-07-23,EXIT,-,-,0.4647139461908902,W17,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1675452577094156,W17,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.3893852557306163,W17,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6854516560866046,W17,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.4405045897864805,W17,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.255298106104879,W17,MSFT-ORCL
2021-01-20,EXIT,-,-,0.24615499287687861,W17,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.4585145153552834,W17,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.32447964307603594,W17,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0094383705746517,W17,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.2861223673480318,W17,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.260265852112708,W17,MSFT-ORCL
2022-05-06,EXIT,-,-,0.4989010774729311,W17,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.8773377256801127,W17,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907061125,W17,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.085634776577811,W17,MSFT-ORCL
2022-08-03,EXIT,-,-,-0.372203817480409,W17,MSFT-ORCL
2022-09-02,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1655345545102374,W17,MSFT-ORCL
2022-09-16,EXIT,-,-,-0.4542220612387678,W17,MSFT-ORCL
2022-09-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.143149870219695,W17,MSFT-ORCL
2022-10-10,EXIT,-,-,0.46946429389880145,W17,MSFT-ORCL
2022-10-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.485031532324224,W17,MSFT-ORCL
2022-12-13,EXIT,-,-,-0.2880366887985716,W17,MSFT-ORCL
2023-01-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3292216635318606,W17,MSFT-ORCL
2023-02-02,EXIT,-,-,0.19853919929234987,W17,MSFT-ORCL
2023-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2422464949514187,W17,MSFT-ORCL
2023-04-05,EXIT,-,-,0.4198179438379124,W17,MSFT-ORCL
2023-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.989788209715698,W17,MSFT-ORCL
2023-07-06,EXIT,-,-,-0.4756356643195365,W17,MSFT-ORCL
2023-09-06,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0268408466255496,W17,MSFT-ORCL
2023-09-20,EXIT,-,-,-0.00832594335629846,W17,MSFT-ORCL
2023-10-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.420742715660434,W17,MSFT-ORCL
2024-02-01,EXIT,-,-,0.2601086017936073,W17,MSFT-ORCL
2024-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.691547142199608,W17,MSFT-ORCL
2024-04-09,EXIT,-,-,-0.47682143626446843,W17,MSFT-ORCL
2024-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.133520808336715,W17,MSFT-ORCL
2024-12-02,EXIT,-,-,-0.26786099461522783,W17,MSFT-ORCL
2024-12-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2099388733968643,W17,MSFT-ORCL
2025-01-21,EXIT,-,-,0.24924281747675955,W17,MSFT-ORCL
2025-04-08,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0639699548032095,W17,MSFT-ORCL
2025-05-13,EXIT,-,-,0.4748374739540251,W17,MSFT-ORCL
2025-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.42099248558911,W17,MSFT-ORCL
2025-08-19,EXIT,-,-,-0.43158152787528264,W17,MSFT-ORCL
2025-09-10,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-5.657114742049631,W17,MSFT-ORCL
2025-10-20,EXIT,-,-,-0.27772157029188166,W17,MSFT-ORCL
2026-01-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.018586325003045,W17,MSFT-ORCL
2026-02-13,EXIT,-,-,0.1543034874360592,W17,MSFT-ORCL
2026-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1668909804115684,W17,MSFT-ORCL
2026-04-28,EXIT,-,-,0.05759902918163248,W17,MSFT-ORCL
2026-05-04,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.373065123702757,W17,MSFT-ORCL
2014-06-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2205209596123807,W18,MSFT-ORCL
2014-09-03,EXIT,-,-,0.45037002516008035,W18,MSFT-ORCL
2014-09-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.01352409595869,W18,MSFT-ORCL
2014-10-13,EXIT,-,-,0.34857192173240037,W18,MSFT-ORCL
2014-12-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.307322519312912,W18,MSFT-ORCL
2015-03-09,EXIT,-,-,-0.46293204179888564,W18,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.9840620621691984,W18,MSFT-ORCL
2015-06-11,EXIT,-,-,0.400569636558898,W18,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.35790835851167,W18,MSFT-ORCL
2015-08-25,EXIT,-,-,0.36897894236616857,W18,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.00657693594059,W18,MSFT-ORCL
2016-01-19,EXIT,-,-,0.43547779959319965,W18,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.5710806205108767,W18,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.38740728365949223,W18,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3505352113937836,W18,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.34393693702430583,W18,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.440021062528865,W18,MSFT-ORCL
2016-11-10,EXIT,-,-,0.13913590230974388,W18,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.329219554658263,W18,MSFT-ORCL
2017-01-20,EXIT,-,-,0.2176531110781062,W18,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.331438833400535,W18,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.3870628381517718,W18,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0772043033953485,W18,MSFT-ORCL
2017-06-20,EXIT,-,-,0.2691425885327058,W18,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569224003,W18,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.4824137607136352,W18,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.530250121765121,W18,MSFT-ORCL
2018-03-06,EXIT,-,-,0.20796895320840517,W18,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.7995068776639975,W18,MSFT-ORCL
2018-07-11,EXIT,-,-,0.1884879263598589,W18,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1543501277378114,W18,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.16530753908082096,W18,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.305542097708157,W18,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709164064,W18,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0760618320752653,W18,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.4040442725443714,W18,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4455560631051148,W18,MSFT-ORCL
2019-06-25,EXIT,-,-,0.40343530738341665,W18,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.036096868026633,W18,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.08395662012782185,W18,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1811563104360476,W18,MSFT-ORCL
2020-02-27,EXIT,-,-,0.3568612693389966,W18,MSFT-ORCL
2020-06-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.374538812518694,W18,MSFT-ORCL
2020-07-23,EXIT,-,-,0.46471394619086265,W18,MSFT-ORCL
2020-08-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1675452577092686,W18,MSFT-ORCL
2020-09-09,EXIT,-,-,-0.3893852557305803,W18,MSFT-ORCL
2020-09-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.6854516560863906,W18,MSFT-ORCL
2020-10-12,EXIT,-,-,-0.44050458978646834,W18,MSFT-ORCL
2020-12-18,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2552981061047386,W18,MSFT-ORCL
2021-01-20,EXIT,-,-,0.24615499287686826,W18,MSFT-ORCL
2021-03-08,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.458514515355222,W18,MSFT-ORCL
2021-03-11,EXIT,-,-,-0.32447964307602883,W18,MSFT-ORCL
2021-10-11,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0094383705745114,W18,MSFT-ORCL
2021-12-10,EXIT,-,-,-0.28612236734802643,W18,MSFT-ORCL
2022-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.2602658521124788,W18,MSFT-ORCL
2022-05-06,EXIT,-,-,0.4989010774728883,W18,MSFT-ORCL
2022-06-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.877337725679759,W18,MSFT-ORCL
2022-06-17,EXIT,-,-,-0.4725102907060578,W18,MSFT-ORCL
2022-07-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0856347765775296,W18,MSFT-ORCL
2022-08-03,EXIT,-,-,-0.37220381748037457,W18,MSFT-ORCL
2022-09-02,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.165534554510035,W18,MSFT-ORCL
2022-09-16,EXIT,-,-,-0.45422206123873177,W18,MSFT-ORCL
2022-09-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1431498702195073,W18,MSFT-ORCL
2022-10-10,EXIT,-,-,0.4694642938987697,W18,MSFT-ORCL
2022-10-21,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.485031532324069,W18,MSFT-ORCL
2022-12-13,EXIT,-,-,-0.28803668879856936,W18,MSFT-ORCL
2023-01-05,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3292216635318246,W18,MSFT-ORCL
2023-02-02,EXIT,-,-,0.1985391992923458,W18,MSFT-ORCL
2023-03-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.2422464949513516,W18,MSFT-ORCL
2023-04-05,EXIT,-,-,0.4198179438379031,W18,MSFT-ORCL
2023-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.989788209715441,W18,MSFT-ORCL
2023-07-06,EXIT,-,-,-0.4756356643195235,W18,MSFT-ORCL
2023-09-06,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.0268408466253636,W18,MSFT-ORCL
2023-09-20,EXIT,-,-,-0.008325943356297933,W18,MSFT-ORCL
2023-10-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.420742715660344,W18,MSFT-ORCL
2024-02-01,EXIT,-,-,0.2601086017936,W18,MSFT-ORCL
2024-03-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.691547142198825,W18,MSFT-ORCL
2024-04-09,EXIT,-,-,-0.4768214362644457,W18,MSFT-ORCL
2024-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-4.133520808336088,W18,MSFT-ORCL
2024-12-02,EXIT,-,-,-0.26786099461522317,W18,MSFT-ORCL
2024-12-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.209938873396806,W18,MSFT-ORCL
2025-01-21,EXIT,-,-,0.2492428174767555,W18,MSFT-ORCL
2025-04-08,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0639699548031674,W18,MSFT-ORCL
2025-05-13,EXIT,-,-,0.4748374739540189,W18,MSFT-ORCL
2025-06-12,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.4209924855889797,W18,MSFT-ORCL
2025-08-19,EXIT,-,-,-0.43158152787528015,W18,MSFT-ORCL
2025-09-10,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-5.657114742049518,W18,MSFT-ORCL
2025-10-20,EXIT,-,-,-0.2777215702918801,W18,MSFT-ORCL
2026-01-28,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.018586325003022,W18,MSFT-ORCL
2026-02-13,EXIT,-,-,0.1543034874360566,W18,MSFT-ORCL
2026-04-14,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1668909804114547,W18,MSFT-ORCL
2026-04-28,EXIT,-,-,0.05759902918163066,W18,MSFT-ORCL
2026-05-04,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.3730651237026774,W18,MSFT-ORCL
2015-04-24,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.9840620621694445,W19,MSFT-ORCL
2015-06-11,EXIT,-,-,0.40056963655890054,W19,MSFT-ORCL
2015-07-17,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.357908358511709,W19,MSFT-ORCL
2015-08-25,EXIT,-,-,0.3689789423661696,W19,MSFT-ORCL
2015-10-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0065769359405925,W19,MSFT-ORCL
2016-01-19,EXIT,-,-,0.43547779959319366,W19,MSFT-ORCL
2016-03-07,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.5710806205108017,W19,MSFT-ORCL
2016-04-18,EXIT,-,-,-0.387407283659486,W19,MSFT-ORCL
2016-04-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.350535211393741,W19,MSFT-ORCL
2016-05-25,EXIT,-,-,-0.34393693702430156,W19,MSFT-ORCL
2016-07-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4400210625288126,W19,MSFT-ORCL
2016-11-10,EXIT,-,-,0.13913590230974296,W19,MSFT-ORCL
2016-12-16,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.329219554658216,W19,MSFT-ORCL
2017-01-20,EXIT,-,-,0.21765311107810378,W19,MSFT-ORCL
2017-03-16,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3314388334004987,W19,MSFT-ORCL
2017-04-21,EXIT,-,-,-0.3870628381517682,W19,MSFT-ORCL
2017-06-02,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0772043033953116,W19,MSFT-ORCL
2017-06-20,EXIT,-,-,0.2691425885327014,W19,MSFT-ORCL
2017-06-22,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.0941816569223537,W19,MSFT-ORCL
2017-07-31,EXIT,-,-,-0.4824137607136328,W19,MSFT-ORCL
2017-09-15,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.530250121765086,W19,MSFT-ORCL
2018-03-06,EXIT,-,-,0.2079689532084017,W19,MSFT-ORCL
2018-03-20,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,4.7995068776638385,W19,MSFT-ORCL
2018-07-11,EXIT,-,-,0.1884879263598574,W19,MSFT-ORCL
2018-10-24,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.1543501277377217,W19,MSFT-ORCL
2018-10-25,EXIT,-,-,-0.16530753908081408,W19,MSFT-ORCL
2018-10-30,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-3.3055420977080447,W19,MSFT-ORCL
2018-11-26,EXIT,-,-,-0.3509605709164017,W19,MSFT-ORCL
2019-01-29,ENTRY_LONG_A_SHORT_B,MSFT,ORCL,-2.076061832075241,W19,MSFT-ORCL
2019-02-26,EXIT,-,-,-0.40404427254436875,W19,MSFT-ORCL
2019-04-25,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.4455560631050908,W19,MSFT-ORCL
2019-06-25,EXIT,-,-,0.4034353073834141,W19,MSFT-ORCL
2019-08-09,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.0360968680266063,W19,MSFT-ORCL
2019-09-10,EXIT,-,-,-0.0839566201278214,W19,MSFT-ORCL
2019-12-03,ENTRY_SHORT_A_LONG_B,ORCL,MSFT,2.1811563104360165,W19,MSFT-ORCL
